timestamp,frame_no,vehicle_id,vehicle_class,plate,confidence,speed_kmh
2025-08-22 04:11:56,254,47,car,Coztk,0.14,66.79
2025-08-22 04:11:57,255,16,car,EYGINBG,0.30,84.35
2025-08-22 04:11:57,255,47,car,CDokd,0.11,103.87
2025-08-22 04:11:58,256,16,car,ExeINBG,0.51,70.41
2025-08-22 04:11:58,256,47,car,WROz FKD,0.23,104.29
2025-08-22 04:11:58,257,16,car,ExeICBG,0.28,36.22
2025-08-22 04:11:58,257,47,car,[ozx,0.18,56.38
2025-08-22 04:11:59,258,16,car,ExGIBG,0.21,62.97
2025-08-22 04:11:59,258,47,car,NRozFKD,0.18,85.38
2025-08-22 04:11:59,259,16,car,EY6INBG,0.06,65.25
2025-08-22 04:12:00,259,47,car,NROz FKD,0.24,102.46
2025-08-22 04:12:00,260,16,car,EY6INBG,0.24,53.18
2025-08-22 04:12:00,260,47,car,[o.,0.15,75.02
2025-08-22 04:12:01,261,16,car,EYGINBG,0.33,39.31
2025-08-22 04:12:01,261,47,car,[o,0.36,86.57
2025-08-22 04:12:01,262,16,car,EY6INBG,0.46,44.53
2025-08-22 04:12:01,262,47,car,Wroz FKD,0.26,99.57
2025-08-22 04:12:02,263,16,car,EGINBG,0.60,42.18
2025-08-22 04:12:02,263,47,car,LRozFKD,0.32,77.32
2025-08-22 04:12:02,264,16,car,EY6INBG,0.14,51.23
2025-08-22 04:12:02,264,47,car,WRoz Frd,0.17,104.29
2025-08-22 04:12:03,265,16,car,E6lnBG,0.09,60.37
2025-08-22 04:12:03,265,47,car,LrOZ FKD,0.18,136.61
2025-08-22 04:12:03,266,16,car,Ey6inBG,0.16,48.30
2025-08-22 04:12:04,266,47,car,Lroz FKD,0.11,76.37
2025-08-22 04:12:04,267,16,car,E76inBG,0.11,75.02
2025-08-22 04:12:04,267,47,car,WRO2 FKO,0.29,89.39
2025-08-22 04:12:04,268,16,car,EYenBG,0.10,99.57
2025-08-22 04:12:05,268,47,car,[oz,0.12,87.24
2025-08-22 04:12:05,269,16,car,E6IRBG,0.11,49.79
2025-08-22 04:12:05,269,47,car,WRo2 FKD,0.12,55.60
2025-08-22 04:12:06,270,16,car,EGINBG,0.70,58.16
2025-08-22 04:12:06,270,47,car,WR0z FKD,0.16,104.85
2025-08-22 04:12:06,271,16,car,EYGINBG,0.60,57.40
2025-08-22 04:12:06,271,47,car,LROz FRD,0.14,106.37
2025-08-22 04:12:07,272,16,car,EYGINBG,0.62,32.40
2025-08-22 04:12:07,272,47,car,LrOZ FRD,0.17,43.54
2025-08-22 04:12:07,273,16,car,EYGINBG,0.74,50.94
2025-08-22 04:12:07,273,47,car,URoz FKD,0.21,43.54
2025-08-22 04:12:08,274,16,car,EYGINBG,0.42,63.21
2025-08-22 04:12:08,274,47,car,Cozad,0.15,61.57
2025-08-22 04:12:09,275,16,car,EXGINBG,0.41,65.25
2025-08-22 04:12:09,275,47,car,TROz FKD,0.24,38.94
2025-08-22 04:12:09,276,16,car,EGINBG,0.85,69.15
2025-08-22 04:12:09,276,45,car,HCM,0.01,71.03
2025-08-22 04:12:10,276,47,car,LRO2 FkD,0.40,46.45
2025-08-22 04:12:10,277,16,car,EY6NBG,0.46,41.13
2025-08-22 04:12:10,277,45,car,ZHY,0.96,111.32
2025-08-22 04:12:10,277,47,car,WR02 fkd,0.12,49.79
2025-08-22 04:12:10,277,56,car,ZHY,0.97,27.00
2025-08-22 04:12:11,278,16,car,EGINBG,0.31,38.18
2025-08-22 04:12:11,278,47,car,LR02 FKO,0.10,46.45
2025-08-22 04:12:12,279,16,car,EY6INBG,0.35,75.02
2025-08-22 04:12:12,279,47,car,WROZ FKD,0.28,50.94
2025-08-22 04:12:12,280,16,car,EGInBG,0.20,128.02
2025-08-22 04:12:13,280,47,car,Croadd,0.19,58.41
2025-08-22 04:12:13,280,56,car,car,0.95,27.00
2025-08-22 04:12:13,281,16,car,EY6INBG,0.43,73.45
2025-08-22 04:12:14,281,47,car,LROZ FKD,0.20,42.18
2025-08-22 04:12:14,282,16,car,Ex6INBG,0.22,101.89
2025-08-22 04:12:14,282,45,car,cor  JIAIZHY,0.05,80.28
2025-08-22 04:12:15,283,16,car,EYGINBG,0.57,70.41
2025-08-22 04:12:15,283,45,car,FLAZHY,0.28,77.32
2025-08-22 04:12:15,284,16,car,EXGINBG,0.13,39.31
2025-08-22 04:12:15,284,45,car,JLAZHY,0.20,80.28
2025-08-22 04:12:16,285,16,car,ExGINBG,0.40,104.85
2025-08-22 04:12:16,285,45,car,cor JIAZHY,0.30,80.28
2025-08-22 04:12:16,286,16,car,EY6INBG,0.50,65.92
2025-08-22 04:12:16,286,45,car,FJAZHY,0.45,75.21
2025-08-22 04:12:17,286,56,car,FAZHY,0.33,24.15
2025-08-22 04:12:17,287,16,car,Ex6iNBG,0.16,43.54
2025-08-22 04:12:17,287,45,car,FJAZHY,0.92,82.25
2025-08-22 04:12:17,287,56,car,FJAZHY,0.83,30.55
2025-08-22 04:12:17,288,16,car,Ex6iNBG,0.24,58.41
2025-08-22 04:12:18,288,45,car,FJAZHY,0.90,85.38
2025-08-22 04:12:18,288,56,car,FAZHY,0.87,34.58
2025-08-22 04:12:18,289,16,car,Ex6INBG,0.25,54.27
2025-08-22 04:12:18,289,45,car,FJKAZHY,0.36,75.21
2025-08-22 04:12:19,290,16,car,Ex6inBG,0.09,46.14
2025-08-22 04:12:19,290,45,car,FJAZHY,0.47,82.25
2025-08-22 04:12:19,291,16,car,EGInBG,0.30,60.37
2025-08-22 04:12:19,291,45,car,FJAZHY,0.58,82.25
2025-08-22 04:12:20,292,16,car,EGinBG,0.23,82.25
2025-08-22 04:12:20,292,45,car,FJAZHY,0.85,206.97
2025-08-22 04:12:20,293,16,car,ExginBG,0.18,41.13
2025-08-22 04:12:20,293,45,car,FJAZHY,0.68,48.30
2025-08-22 04:12:21,294,16,car,ExGInBG,0.13,60.37
2025-08-22 04:12:21,294,45,car,FJIAZHY,0.47,67.66
2025-08-22 04:12:21,295,16,car,EXGINBG,0.67,68.31
2025-08-22 04:12:21,295,45,car,FJISZHY,0.19,248.93
2025-08-22 04:12:22,296,16,car,EXGINBG,0.45,41.13
2025-08-22 04:12:22,296,45,car,FJIS ZHY,0.54,80.28
2025-08-22 04:12:22,297,16,car,Ex6inBG,0.16,65.25
2025-08-22 04:12:22,297,45,car,FJIAZHY,0.12,76.37
2025-08-22 04:12:23,298,16,car,EXGINBG,0.36,79.73
2025-08-22 04:12:23,298,45,car,Fazhy,0.30,76.37
2025-08-22 04:12:23,299,16,car,ExGInBG,0.16,55.07
2025-08-22 04:12:23,299,45,car,FZHY,0.42,80.28
2025-08-22 04:12:24,300,16,car,EYGINBG,0.70,73.45
2025-08-22 04:12:24,300,45,car,FIZHR,0.30,76.75
2025-08-22 04:12:25,301,16,car,EYGINBG,0.38,71.03
2025-08-22 04:12:25,301,45,car,,0.00,216.07
2025-08-22 04:12:25,302,16,car,EYGINBG,0.16,60.37
2025-08-22 04:12:25,302,45,car,,0.00,38.18
2025-08-22 04:12:26,303,16,car,EYGINBG,0.62,93.22
2025-08-22 04:12:27,304,16,car,EYGINBG,0.53,75.21
2025-08-22 04:12:27,305,16,car,EYGINBG,0.73,53.18
2025-08-22 04:12:28,306,16,car,EYGINBG,0.42,65.25
2025-08-22 04:12:29,307,16,car,EYGIINBG,0.52,97.35
2025-08-22 04:12:29,308,16,car,EYGIINBG,0.45,65.25
2025-08-22 04:12:30,309,16,car,EXGINBG,0.25,65.02
2025-08-22 04:12:30,310,16,car,EMGINBG,0.37,82.60
2025-08-22 04:12:31,311,16,car,EYGINBG,0.65,48.30
2025-08-22 04:12:31,312,16,car,EMYGinBG,0.08,101.46
2025-08-22 04:12:32,313,16,car,EeinBG,0.18,75.21
2025-08-22 04:12:32,314,16,car,EYEINBG,0.18,76.75
2025-08-22 04:12:33,315,16,car,EsiNBG,0.37,76.37
2025-08-22 04:12:33,316,16,car,EsiNBG,0.23,75.60
2025-08-22 04:12:34,317,16,car,EYsINBG,0.25,55.07
2025-08-22 04:12:34,318,16,car,EsInBG,0.19,83.83
2025-08-22 04:12:35,319,16,car,E6INBG,0.46,104.29
2025-08-22 04:12:35,320,16,car,EY6INBG,0.23,59.64
2025-08-22 04:12:36,321,16,car,EGI NBG,0.36,96.60
2025-08-22 04:12:36,322,16,car,EMG( NBG,0.21,97.80
2025-08-22 04:12:37,323,16,car,EGI NBG,0.23,55.07
2025-08-22 04:12:37,324,16,car,EGInBG,0.23,92.91
2025-08-22 04:12:38,325,16,car,EGINBG,0.43,75.79
2025-08-22 04:12:38,326,16,car,Eeinng,0.21,58.41
2025-08-22 04:12:39,327,16,car,EGinbG,0.20,84.52
2025-08-22 04:12:40,328,16,car,LGInBG,0.18,154.44
2025-08-22 04:12:40,329,16,car,EGINBG,0.34,113.91
2025-08-22 04:12:41,330,16,car,EGiinBG,0.14,111.19
2025-08-22 04:12:42,331,16,car,EGinBG,0.24,109.34
2025-08-22 04:12:43,332,16,car,EginbG,0.20,64.80
2025-08-22 04:12:43,333,16,car,ExGNBG,0.11,89.06
2025-08-22 04:12:44,334,16,car,EYGINBG,0.73,86.57
2025-08-22 04:12:45,335,16,car,EYGINBG,0.82,59.40
2025-08-22 04:12:45,336,16,car,EGINBG,0.40,73.45
2025-08-22 04:12:46,337,16,car,EGInBG,0.19,82.25
2025-08-22 04:12:46,338,16,car,EYGINBG,0.75,48.30
2025-08-22 04:12:47,339,16,car,EYGINBG,0.34,49.79
2025-08-22 04:12:47,340,16,car,EYGINBG,0.72,181.04
2025-08-22 04:12:48,341,16,car,EYGINBG,0.80,61.57
2025-08-22 04:12:48,342,16,car,EYGINBG,0.35,43.54
2025-08-22 04:12:49,343,16,car,EYGinBG,0.31,38.18
2025-08-22 04:12:49,344,16,car,EGInBG,0.33,50.94
2025-08-22 04:12:50,345,16,car,EYsunbG,0.13,109.34
2025-08-22 04:12:50,346,16,car,EYGINBG,0.65,36.22
2025-08-22 04:12:51,347,16,car,EYGINBG,0.71,21.60
2025-08-22 04:12:51,348,16,car,EYsinBG,0.16,112.76
2025-08-22 04:12:52,349,16,car,EYGINBG,0.31,54.00
2025-08-22 04:12:52,350,16,car,EyGINbG,0.13,50.94
2025-08-22 04:12:53,351,16,car,E6INBG,0.54,65.02
2025-08-22 04:12:53,352,16,car,EGINBG,0.49,60.37
2025-08-22 04:12:54,353,16,car,EYGINBG,0.45,49.79
2025-08-22 04:12:54,354,16,car,EYGINBG,0.81,34.15
2025-08-22 04:12:55,355,16,car,EYGINBG,0.68,27.53
2025-08-22 04:12:55,355,53,car,IoaHVF,0.20,96.14
2025-08-22 04:12:55,356,16,car,EGINBG,0.95,43.54
2025-08-22 04:12:56,357,16,car,EGLNBG,0.74,69.15
2025-08-22 04:12:57,358,16,car,ESINT,0.02,76.75
2025-08-22 04:12:57,358,53,car,IVoB HVF,0.10,70.20
2025-08-22 04:12:58,359,16,car,,0.00,34.58
2025-08-22 04:12:58,359,53,car,Avue HVE,0.11,100.45
2025-08-22 04:12:58,360,53,car,Avo8 HVE,0.22,75.21
2025-08-22 04:12:59,361,53,car,AVp8HHVE,0.17,76.37
2025-08-22 04:13:00,362,53,car,[peHHVE,0.24,38.18
2025-08-22 04:13:00,363,53,car,LppHVE,0.30,62.97
2025-08-22 04:13:01,364,53,car,Lpa HVE,0.45,78.63
2025-08-22 04:13:01,365,53,car,LWpa HVF,0.10,56.38
2025-08-22 04:13:02,366,53,car,Lpa HVE,0.57,72.65
2025-08-22 04:13:03,367,53,car,Lpe HVE,0.55,94.31
2025-08-22 04:13:03,368,53,car,Wpe HVF,0.36,73.45
2025-08-22 04:13:04,369,53,car,[peHVF,0.23,82.25
2025-08-22 04:13:04,370,53,car,[bB HVE,0.39,75.02
2025-08-22 04:13:05,371,53,car,[pBHVF,0.19,50.94
2025-08-22 04:13:07,372,53,car,LpbHvF,0.18,80.28
2025-08-22 04:13:08,373,53,car,[pBHVE,0.11,73.45
2025-08-22 04:13:09,374,53,car,[peHVE,0.31,55.60
2025-08-22 04:13:09,375,53,car,[qe HVF,0.20,77.32
2025-08-22 04:13:10,376,53,car,Vjohvs,0.04,77.88
2025-08-22 04:13:10,377,53,car,[qpHVF,0.27,38.94
2025-08-22 04:13:11,378,53,car,LVoeHVE,0.08,77.32
2025-08-22 04:13:12,379,53,car,Lqe HVE,0.16,90.52
2025-08-22 04:13:12,380,53,car,LVqBHVE,0.11,77.88
2025-08-22 04:13:13,380,69,car,WBKGI,0.03,30.55
2025-08-22 04:13:13,381,53,car,Vobkve,0.12,87.07
2025-08-22 04:13:13,381,69,car,MEIGI,0.06,44.53
2025-08-22 04:13:14,382,53,car,WoBHvE,0.16,108.00
2025-08-22 04:13:14,382,69,car,[,0.03,38.94
2025-08-22 04:13:15,383,53,car,Wvoo HvE,0.11,73.45
2025-08-22 04:13:15,383,69,car,Q,0.17,17.08
2025-08-22 04:13:16,384,53,car,VpB HVE,0.24,80.28
2025-08-22 04:13:16,384,69,car,lTD,0.01,24.15
2025-08-22 04:13:16,385,53,car,odhvz,0.06,106.50
2025-08-22 04:13:16,385,69,car,MBTGI,0.01,16.20
2025-08-22 04:13:17,386,53,car,Voo HvE,0.07,82.43
2025-08-22 04:13:17,386,69,car,MT,0.10,19.47
2025-08-22 04:13:17,387,53,car,WobjhvE,0.08,99.28
2025-08-22 04:13:18,387,69,car,HSIGJ,0.04,66.79
2025-08-22 04:13:18,388,53,car,[op HVE,0.17,89.39
2025-08-22 04:13:18,388,69,car,WEXG,0.16,50.94
2025-08-22 04:13:19,389,53,car,[oB HVF,0.15,75.21
2025-08-22 04:13:19,389,69,car,DSKQ,0.07,29.08
2025-08-22 04:13:19,390,53,car,[ob HVE,0.22,101.89
2025-08-22 04:13:19,390,69,car,[KQ,0.04,48.30
